bowler,total_balls,total_runs,total_wickets,boundaries_conceded,dots,economy,dot_pct,wicket_rate
Saran Aslam,44,48,2,6,22,6.545454545454546,0.5,0.045454545454545456
Saran Maliwan,25,27,1,3,13,6.4799999999999995,0.52,0.04
Saranya Kotha,108,59,9,3,80,3.2777777777777777,0.7407407407407407,0.08333333333333333
Sarawut Maliwan,644,700,38,63,224,6.521739130434783,0.34782608695652173,0.059006211180124224
Sareer Shah,134,197,4,26,52,8.82089552238806,0.3880597014925373,0.029850746268656716
Sarfaraj Mulla,6,11,0,1,1,11.0,0.16666666666666666,0.0
Sarfaraj Patel,158,174,11,23,74,6.607594936708861,0.46835443037974683,0.06962025316455696
Sarfaraz Ali,689,821,38,85,236,7.149492017416546,0.34252539912917274,0.055152394775036286
Sarfraz Ahmed,12,15,0,1,4,7.5,0.3333333333333333,0.0
Sasha Azmi,596,437,33,33,313,4.399328859060403,0.5251677852348994,0.05536912751677853
Saud Islam,6,13,0,2,2,13.0,0.3333333333333333,0.0
Saud Munir,757,727,33,63,329,5.76221928665786,0.4346103038309115,0.043593130779392336
Saud Shakeel,47,37,1,1,17,4.723404255319149,0.3617021276595745,0.02127659574468085
Saurabh Kumar,42,82,1,12,6,11.714285714285714,0.14285714285714285,0.023809523809523808
Sayed Monib,938,1175,64,144,398,7.515991471215352,0.42430703624733473,0.06823027718550106
Sazib Bhuiyan,477,649,42,70,132,8.163522012578616,0.27672955974842767,0.0880503144654088
Sazzad Hosen,12,22,0,3,2,11.0,0.16666666666666666,0.0
Sedik Sahak,49,69,2,6,11,8.448979591836736,0.22448979591836735,0.04081632653061224
Sefu Athumani,1,6,0,1,0,36.0,0.0,0.0
Sejal Vinod,53,27,5,1,37,3.0566037735849054,0.6981132075471698,0.09433962264150944
Senal de Silva,229,245,10,35,112,6.419213973799127,0.4890829694323144,0.043668122270742356
Senash Fernando,19,13,0,1,11,4.105263157894737,0.5789473684210527,0.0
Senitha Halambage,247,183,8,19,137,4.445344129554656,0.5546558704453441,0.032388663967611336
Serdar Burak Emir,60,123,1,19,17,12.3,0.2833333333333333,0.016666666666666666
Seri Chang,117,92,2,3,72,4.717948717948718,0.6153846153846154,0.017094017094017096
Seungmin Song,142,89,6,3,98,3.76056338028169,0.6901408450704225,0.04225352112676056
Shabbir Ahmed,801,586,18,56,523,4.389513108614232,0.6529338327091136,0.02247191011235955
Shadab Khan,5531,5709,215,555,2166,6.193093473151329,0.3916109202675827,0.03887181341529561
Shadnan Khan,67,77,4,7,31,6.895522388059702,0.4626865671641791,0.05970149253731343
Shafali Verma,368,339,19,27,141,5.527173913043478,0.38315217391304346,0.051630434782608696
Shafat Ali Syed,96,113,6,12,44,7.0625,0.4583333333333333,0.0625
Shafia Hassan,72,67,3,6,40,5.583333333333333,0.5555555555555556,0.041666666666666664
Shafina Mahesh,649,619,29,63,349,5.722650231124807,0.5377503852080123,0.04468412942989214
Shafiq Jan,36,58,2,9,11,9.666666666666666,0.3055555555555556,0.05555555555555555
Shafiul Islam,2955,3048,95,396,1522,6.188832487309645,0.5150592216582064,0.032148900169204735
Shafiullah Zakhel,78,122,4,17,30,9.384615384615385,0.38461538461538464,0.05128205128205128
Shagharai Sefat,103,115,9,13,35,6.699029126213592,0.33980582524271846,0.08737864077669903
Shah Abrar Hussain,453,564,22,60,153,7.470198675496689,0.33774834437086093,0.04856512141280353
Shah Faisal,353,422,16,58,177,7.172804532577904,0.5014164305949008,0.0453257790368272
Shahab Alam,121,194,5,24,39,9.6198347107438,0.32231404958677684,0.04132231404958678
Shahadat Hossain,1692,1779,30,221,926,6.308510638297872,0.5472813238770685,0.01773049645390071
Shahbaz Ahmed,169,142,4,14,78,5.041420118343195,0.46153846153846156,0.023668639053254437
Shahbaz Rasheed,106,100,5,14,58,5.660377358490566,0.5471698113207547,0.04716981132075472
Shaheen Shah Afridi,5749,6245,272,820,2830,6.517655244390329,0.4922595233953731,0.047312576100191336
Shaheryar Butt,20,30,0,4,9,9.0,0.45,0.0
Shahid Afridi,12765,10738,371,847,5863,5.0472385428907165,0.45930278104191147,0.029063846455150803
Shahid Ahmadzai,321,213,6,19,198,3.9813084112149535,0.616822429906542,0.018691588785046728
Shahid Arshad,6,17,0,3,1,17.0,0.16666666666666666,0.0
Shahid Mahmood,263,381,11,50,106,8.692015209125476,0.40304182509505704,0.04182509505703422
Shahil Momin,441,423,16,36,195,5.755102040816326,0.4421768707482993,0.036281179138321996
Shahnawaz Dhani,321,399,9,57,150,7.457943925233645,0.4672897196261682,0.028037383177570093
Shahreeennawab,318,358,14,40,129,6.754716981132075,0.4056603773584906,0.0440251572327044
Shahrukh Quddus,254,350,13,43,109,8.26771653543307,0.42913385826771655,0.051181102362204724
Shahrulnizam Yusof,897,672,33,63,483,4.494983277591973,0.5384615384615384,0.03678929765886288
Shahzad Mahmood,46,49,1,5,21,6.391304347826087,0.45652173913043476,0.021739130434782608
Shahzad Umran,32,25,2,3,23,4.6875,0.71875,0.0625
Shahzaib,97,78,6,8,56,4.824742268041237,0.5773195876288659,0.061855670103092786
Shahzeb Choudhry,45,34,2,2,26,4.533333333333333,0.5777777777777777,0.044444444444444446
Shahzeb Mohammed,55,68,1,6,23,7.418181818181819,0.41818181818181815,0.01818181818181818
Shaik Basha,95,154,9,17,26,9.726315789473684,0.2736842105263158,0.09473684210526316
Shaila Sharmin,234,188,8,10,113,4.82051282051282,0.4829059829059829,0.03418803418803419
Shaiman Anwar,158,169,5,22,71,6.417721518987342,0.44936708860759494,0.03164556962025317
Shakeel Ahmed,1888,1554,88,168,1011,4.938559322033898,0.5354872881355932,0.046610169491525424
Shakeel Zeb,164,184,9,21,68,6.731707317073171,0.4146341463414634,0.054878048780487805
Shakerullah Safi,18,26,0,3,7,8.666666666666666,0.3888888888888889,0.0
Shakib Al Hasan,13195,11091,419,971,6376,5.043273967411899,0.4832133383857522,0.031754452444107614
Shamim Hossain,181,179,5,15,65,5.933701657458563,0.35911602209944754,0.027624309392265192
Shamma Ali,108,144,5,16,44,8.0,0.4074074074074074,0.046296296296296294
Shamsullah Ehsan,46,67,3,8,15,8.739130434782608,0.32608695652173914,0.06521739130434782
Shamsur Rahman,6,13,0,2,1,13.0,0.16666666666666666,0.0
Shan Siddiqui,28,32,0,3,13,6.857142857142857,0.4642857142857143,0.0
Shantanu Kaveri,193,171,11,15,88,5.316062176165803,0.45595854922279794,0.05699481865284974
Shanzeen Shahzad,6,6,1,1,3,6.0,0.5,0.16666666666666666
Sharif Asadullah,19,21,2,3,7,6.631578947368421,0.3684210526315789,0.10526315789473684
Shariq Munir,126,190,5,29,46,9.047619047619047,0.36507936507936506,0.03968253968253968
Shariz Ahmad,766,823,27,91,310,6.446475195822454,0.4046997389033943,0.03524804177545692
Shashikant Laxman,309,279,21,25,149,5.41747572815534,0.48220064724919093,0.06796116504854369
Shathira Jakir,19,22,0,4,10,6.947368421052632,0.5263157894736842,0.0
Shayan Khan,13,21,1,2,3,9.692307692307693,0.23076923076923078,0.07692307692307693
Shehraz Khalid,56,36,0,2,38,3.8571428571428568,0.6785714285714286,0.0
Sheikh Rasik,203,205,9,18,85,6.05911330049261,0.4187192118226601,0.04433497536945813
Shenjian Zheng,7,32,0,5,1,27.428571428571427,0.14285714285714285,0.0
Sher Sahak,223,247,18,25,96,6.645739910313901,0.4304932735426009,0.08071748878923767
Sheraz Sheikh,337,375,21,41,132,6.676557863501484,0.3916913946587537,0.06231454005934718
Sheraz Sirwari,101,127,4,18,42,7.544554455445545,0.4158415841584158,0.039603960396039604
Shiraz Khan,1246,1275,58,122,530,6.139646869983949,0.42536115569823435,0.04654895666131621
Shivam Mavi,90,124,7,17,31,8.266666666666667,0.34444444444444444,0.07777777777777778
Shivam Sharma,459,404,25,37,217,5.281045751633987,0.47276688453159044,0.054466230936819175
Shivani Sati,13,14,1,0,4,6.461538461538462,0.3076923076923077,0.07692307692307693
Shoaib Akhtar,3918,3382,123,390,2305,5.179173047473201,0.5883103624298112,0.03139356814701378
Shoaib Ali,184,190,22,20,81,6.195652173913043,0.44021739130434784,0.11956521739130435
Shoaib Bashir,322,346,4,35,121,6.447204968944099,0.37577639751552794,0.012422360248447204
Shoaib Khan,147,135,2,14,68,5.510204081632653,0.46258503401360546,0.013605442176870748
Shoaib Malik,6284,5171,159,379,3028,4.937301082113304,0.4818586887332909,0.025302355187778486
Shoaib Qureshi,87,89,4,8,35,6.137931034482759,0.40229885057471265,0.04597701149425287
Shoaib Rafiq,361,274,24,33,211,4.554016620498615,0.5844875346260388,0.0664819944598338
Shoaib Sarwar,118,58,6,4,80,2.949152542372881,0.6779661016949152,0.05084745762711865
Shohely Akhter,133,113,8,7,50,5.097744360902255,0.37593984962406013,0.06015037593984962
Shohidul Islam,25,34,1,3,9,8.16,0.36,0.04
Shorifa Khatun,166,214,3,29,67,7.734939759036144,0.4036144578313253,0.018072289156626505
Shoriful Islam,2542,2846,109,380,1213,6.717545239968528,0.47718332022029897,0.04287962234461054
Shorna Akter,797,778,37,84,322,5.856963613550815,0.40401505646173147,0.04642409033877039
Shruti Yadav,110,127,4,14,44,6.927272727272728,0.4,0.03636363636363636
Shubham Ranjane,202,172,7,12,103,5.108910891089109,0.5099009900990099,0.034653465346534656
Shubman Gill,18,25,0,3,4,8.333333333333334,0.2222222222222222,0.0
Shujaat Rasool,18,15,1,2,9,5.0,0.5,0.05555555555555555
Shukhtara Rahman,24,18,1,0,11,4.5,0.4583333333333333,0.041666666666666664
Shunan Ali,169,189,10,21,67,6.710059171597633,0.39644970414201186,0.05917159763313609
Shuvagata Hom,84,94,3,9,30,6.714285714285714,0.35714285714285715,0.03571428571428571
Sibtain Raza,71,83,8,8,27,7.014084507042253,0.38028169014084506,0.11267605633802817
Sidhant Singh,380,382,12,36,180,6.031578947368421,0.47368421052631576,0.031578947368421054
Sikandar Raza,6264,5758,187,487,2700,5.515325670498084,0.43103448275862066,0.029853128991060025
Sikander Zulfiqar,42,56,2,7,12,8.0,0.2857142857142857,0.047619047619047616
Sikder Billah,104,139,8,15,29,8.01923076923077,0.27884615384615385,0.07692307692307693
Simi Singh,3140,2614,109,245,1560,4.994904458598726,0.4968152866242038,0.03471337579617834
Simrah Mirza,58,85,1,7,22,8.793103448275863,0.3793103448275862,0.017241379310344827
Sinan Khan,47,69,3,11,19,8.808510638297873,0.40425531914893614,0.06382978723404255
Siow Tzin Yee,113,74,11,5,58,3.929203539823009,0.5132743362831859,0.09734513274336283
Sirajullah Khadim,552,545,40,52,237,5.923913043478261,0.42934782608695654,0.07246376811594203
Sithum Vihanga,97,87,3,8,47,5.381443298969072,0.4845360824742268,0.030927835051546393
Skhawat Ali,49,71,0,7,12,8.693877551020408,0.24489795918367346,0.0
Smriti Anand,19,21,0,2,7,6.631578947368421,0.3684210526315789,0.0
Smruthi Radhakrishnan,148,167,5,20,66,6.77027027027027,0.44594594594594594,0.033783783783783786
Sneha Shankar,4,7,0,1,1,10.5,0.25,0.0
Snigdha Paul,83,91,2,10,39,6.578313253012048,0.46987951807228917,0.024096385542168676
Sobu George,6,19,0,4,1,19.0,0.16666666666666666,0.0
Sofia Mardones,50,77,2,8,22,9.24,0.44,0.04
Sohag Gazi,1154,1039,28,110,589,5.40207972270364,0.5103986135181976,0.024263431542461005
Sohaib Maqsood,62,54,1,4,29,5.225806451612903,0.46774193548387094,0.016129032258064516
Sohail Ahmad,73,140,3,19,26,11.506849315068493,0.3561643835616438,0.0410958904109589
Sohail Ahmed,286,258,11,26,139,5.4125874125874125,0.486013986013986,0.038461538461538464
Sohail Akhtar,70,79,0,9,39,6.771428571428571,0.5571428571428572,0.0
Sohail Khan,779,733,24,88,425,5.645699614890885,0.5455712451861361,0.03080872913992298
Sohail Tanvir,4327,4075,134,447,2329,5.650566212156229,0.5382482089207303,0.03096833834065172
Sohel Patel,94,89,6,6,42,5.680851063829787,0.44680851063829785,0.06382978723404255
Sok Srey Maov,139,122,5,10,89,5.266187050359712,0.6402877697841727,0.03597122302158273
Sompal Kami,6179,5776,251,718,3382,5.60867454280628,0.5473377569185952,0.04062145978313643
Sonali Patel,427,390,18,41,239,5.480093676814988,0.5597189695550351,0.04215456674473068
Sonam,553,488,25,45,324,5.2947558770343575,0.5858951175406871,0.045207956600361664
Song Yang Yang,6,17,0,2,0,17.0,0.0,0.0
Song Yangyang,20,29,0,4,8,8.7,0.4,0.0
Song Yulin,45,46,1,8,30,6.133333333333334,0.6666666666666666,0.022222222222222223
Soniya Dabir,99,67,6,7,57,4.0606060606060606,0.5757575757575758,0.06060606060606061
Sophia Smale,2075,1681,35,184,1118,4.860722891566265,0.5387951807228916,0.016867469879518072
Soumya Sarkar,830,961,32,102,289,6.946987951807229,0.3481927710843373,0.03855421686746988
Soung Seav,9,13,1,1,3,8.666666666666666,0.3333333333333333,0.1111111111111111
Soyeb Pendi,209,207,16,20,101,5.9425837320574155,0.48325358851674644,0.07655502392344497
Steven Ryan Taylor,21,23,0,2,6,6.571428571428571,0.2857142857142857,0.0
Suabika Manivannan,156,179,5,29,83,6.884615384615385,0.532051282051282,0.03205128205128205
Subashis Roy,61,49,1,7,38,4.8196721311475414,0.6229508196721312,0.01639344262295082
Sufiyan Muqeem,529,500,33,52,234,5.671077504725898,0.44234404536862004,0.062381852551984876
Sufyan Mehmood,804,818,35,85,359,6.104477611940299,0.4465174129353234,0.043532338308457715
Suhail Sattar,92,128,4,13,31,8.347826086956522,0.33695652173913043,0.043478260869565216
Suharril Fetri,1016,714,31,69,612,4.216535433070866,0.6023622047244095,0.03051181102362205
Suhrawadi Shuvo,779,586,17,47,410,4.513478818998716,0.5263157894736842,0.021822849807445442
Sukhjinder Singh,78,71,3,6,35,5.461538461538462,0.44871794871794873,0.038461538461538464
Sukhkaran Sahi,34,54,1,6,6,9.529411764705882,0.17647058823529413,0.029411764705882353
Sukhwinder Singh,73,67,1,8,38,5.506849315068494,0.5205479452054794,0.0136986301369863
Sulaiman Ali,124,185,6,24,47,8.951612903225806,0.3790322580645161,0.04838709677419355
Sulaimon Runsewe,61,60,3,5,27,5.901639344262295,0.4426229508196721,0.04918032786885246
Suleman,35,20,0,2,26,3.428571428571429,0.7428571428571429,0.0
Sultan Ahmed,505,461,21,45,248,5.477227722772277,0.4910891089108911,0.041584158415841586
Sultana Khatun,1094,894,33,99,583,4.903107861060329,0.5329067641681902,0.03016453382084095
Sumaiya Siddiqi,508,351,17,40,303,4.145669291338582,0.5964566929133859,0.03346456692913386
Suman Ghimire,51,72,2,9,16,8.470588235294118,0.3137254901960784,0.0392156862745098
Suman Pradhan,7,26,0,4,2,22.285714285714285,0.2857142857142857,0.0
Sumayya Abdul,73,110,0,8,17,9.04109589041096,0.2328767123287671,0.0
Sumit Singh,12,18,1,3,6,9.0,0.5,0.08333333333333333
Sumon Khan,12,20,0,2,3,10.0,0.25,0.0
Sunzamul Islam,153,79,5,4,90,3.0980392156862746,0.5882352941176471,0.032679738562091505
Supun Kumara,25,30,1,3,9,7.199999999999999,0.36,0.04
Suraiya Azmin,118,94,8,15,75,4.779661016949152,0.635593220338983,0.06779661016949153
Surinder Singh,238,271,18,23,94,6.831932773109244,0.3949579831932773,0.07563025210084033
Surya Anand,1050,914,34,104,589,5.222857142857142,0.560952380952381,0.03238095238095238
Surya Tamang,93,78,1,10,57,5.032258064516129,0.6129032258064516,0.010752688172043012
Suzan Turan,80,59,6,3,40,4.425,0.5,0.075
Sweeta Corda,18,25,1,1,12,8.333333333333334,0.6666666666666666,0.05555555555555555
Syazrul Idrus,609,673,47,82,259,6.630541871921182,0.42528735632183906,0.07717569786535304
Syed Ali Gillani,58,81,3,9,20,8.379310344827587,0.3448275862068966,0.05172413793103448
Syed Amanullah,8,9,1,1,5,6.75,0.625,0.125
Syed Aqeel Israr,163,156,8,11,70,5.742331288343558,0.4294478527607362,0.049079754601226995
Syed Aziz,1848,1994,89,227,882,6.474025974025974,0.4772727272727273,0.04816017316017316
Syed Faizan Tahir,6,8,1,1,2,8.0,0.3333333333333333,0.16666666666666666
Syed Hussain,38,40,3,1,10,6.315789473684211,0.2631578947368421,0.07894736842105263
Syed Jawad Haider,20,30,1,4,8,9.0,0.4,0.05
Syed Maisam Ali,150,145,16,12,59,5.8,0.3933333333333333,0.10666666666666667
Syed Rasel,2273,1841,58,218,1364,4.859656841179059,0.6000879894412671,0.025516937967443906
Syeda Aroob Shah,406,417,13,50,164,6.16256157635468,0.4039408866995074,0.03201970443349754
Sylvia Usabyimana,184,153,9,15,97,4.989130434782608,0.5271739130434783,0.04891304347826087
T Abdulquadri,151,124,9,13,88,4.927152317880794,0.5827814569536424,0.059602649006622516
T Alatasi,169,142,6,16,107,5.041420118343195,0.6331360946745562,0.03550295857988166
T Amarmend,202,282,8,28,71,8.376237623762377,0.35148514851485146,0.039603960396039604
T Araliya,177,180,9,13,82,6.101694915254237,0.4632768361581921,0.05084745762711865
T Ariuntsetseg,191,162,5,6,103,5.0890052356020945,0.5392670157068062,0.02617801047120419
T Ashel,91,82,3,12,52,5.406593406593407,0.5714285714285714,0.03296703296703297
T Basile,18,7,4,0,12,2.3333333333333335,0.6666666666666666,0.2222222222222222
T Bavuma,37,22,0,3,24,3.5675675675675675,0.6486486486486487,0.0
T Bharaj,12,3,0,0,9,1.5,0.75,0.0
T Britton,25,21,2,2,10,5.04,0.4,0.08
T Bukenya,83,119,3,16,33,8.602409638554217,0.39759036144578314,0.03614457831325301
T Byron,35,32,3,4,21,5.485714285714286,0.6,0.08571428571428572
T Calingin,10,15,0,2,6,9.0,0.6,0.0
T Chabila,129,139,2,18,76,6.465116279069767,0.5891472868217055,0.015503875968992248
T Cheki,137,135,9,10,58,5.912408759124088,0.4233576642335766,0.06569343065693431
T Chopel,13,29,0,6,5,13.384615384615385,0.38461538461538464,0.0
T Chopra,94,105,3,14,39,6.702127659574469,0.4148936170212766,0.031914893617021274
T Cross,13,9,0,0,6,4.153846153846154,0.46153846153846156,0.0
T Damindu,59,29,1,1,43,2.949152542372881,0.7288135593220338,0.01694915254237288
T Dempsey,28,37,0,5,17,7.928571428571428,0.6071428571428571,0.0
T Dilshan,38,26,0,2,24,4.105263157894737,0.631578947368421,0.0
T Dissanayake,169,128,3,8,112,4.544378698224852,0.6627218934911243,0.01775147928994083
T Dlamini,234,221,4,11,140,5.666666666666667,0.5982905982905983,0.017094017094017096
T Elikana,59,73,1,8,23,7.423728813559322,0.3898305084745763,0.01694915254237288
T Filer,26,26,4,2,7,6.0,0.2692307692307692,0.15384615384615385
T Gibbons,64,66,0,8,34,6.1875,0.53125,0.0
T Granger,733,538,26,49,442,4.403819918144611,0.6030013642564802,0.03547066848567531
T Graves,704,543,23,47,382,4.627840909090909,0.5426136363636364,0.032670454545454544
T Gwandu,498,622,23,86,218,7.493975903614458,0.43775100401606426,0.04618473895582329
T Hagihara,148,82,6,7,110,3.324324324324324,0.7432432432432432,0.04054054054054054
T Hanum,37,31,4,3,14,5.027027027027027,0.3783783783783784,0.10810810810810811
T Henderson,24,31,0,5,12,7.75,0.5,0.0
T Hewa,25,24,0,3,20,5.76,0.8,0.0
T Hinds,31,58,1,8,12,11.225806451612902,0.3870967741935484,0.03225806451612903
T Iosefo,255,208,20,17,125,4.894117647058824,0.49019607843137253,0.0784313725490196
T Jamtsho,563,625,28,74,307,6.660746003552398,0.5452930728241563,0.0497335701598579
T Johnson,56,65,1,9,23,6.9642857142857135,0.4107142857142857,0.017857142857142856
T Kahamker,90,95,12,10,31,6.333333333333333,0.34444444444444444,0.13333333333333333
T Kalosin,14,16,0,1,4,6.857142857142857,0.2857142857142857,0.0
T Kamungozi,592,517,12,52,274,5.239864864864865,0.46283783783783783,0.02027027027027027
T Katunga,7,11,0,2,4,9.428571428571429,0.5714285714285714,0.0
T Kazanci,52,69,0,5,16,7.961538461538462,0.3076923076923077,0.0
T Khabo,92,113,1,15,59,7.369565217391304,0.6413043478260869,0.010869565217391304
T Kirk,12,11,0,2,9,5.5,0.75,0.0
T Kobeli,85,112,2,13,33,7.905882352941177,0.38823529411764707,0.023529411764705882
T Koen,188,188,9,22,81,6.0,0.4308510638297872,0.047872340425531915
T Kolcunova,336,284,5,16,212,5.071428571428571,0.6309523809523809,0.01488095238095238
T Koloi,76,91,2,7,38,7.184210526315789,0.5,0.02631578947368421
T Lafai,218,196,7,21,112,5.394495412844036,0.5137614678899083,0.03211009174311927
T Legaabile,257,209,12,12,148,4.879377431906614,0.5758754863813229,0.04669260700389105
T Lhaden,51,43,2,4,26,5.0588235294117645,0.5098039215686274,0.0392156862745098
T Luka,49,38,5,4,29,4.653061224489797,0.5918367346938775,0.10204081632653061
T Lungameni,2613,2305,95,259,1417,5.29276693455798,0.5422885572139303,0.03635667814772292
T Makaya,55,54,2,6,22,5.8909090909090915,0.4,0.03636363636363636
T Makusha,543,460,10,51,328,5.082872928176796,0.6040515653775322,0.01841620626151013
T Malinga,290,259,6,18,173,5.358620689655172,0.596551724137931,0.020689655172413793
T Manders,70,83,2,12,35,7.114285714285715,0.5,0.02857142857142857
T Marshall,24,37,1,5,7,9.25,0.2916666666666667,0.041666666666666664
T Martin,62,73,2,6,33,7.064516129032258,0.532258064516129,0.03225806451612903
T Maruma,217,204,6,21,104,5.6405529953917055,0.4792626728110599,0.027649769585253458
T Marumani,6,8,0,1,3,8.0,0.5,0.0
T Mathew,361,271,18,24,194,4.50415512465374,0.5373961218836565,0.04986149584487535
T Mayes,807,743,20,89,449,5.5241635687732344,0.5563816604708798,0.024783147459727387
T McKeegan,168,219,3,31,90,7.821428571428571,0.5357142857142857,0.017857142857142856
T Mishra,6,8,1,1,3,8.0,0.5,0.16666666666666666
T Mlilo,48,44,0,2,22,5.5,0.4583333333333333,0.0
T Mohapi,46,57,4,4,8,7.434782608695652,0.17391304347826086,0.08695652173913043
T Motlhabaphuti,20,22,1,1,8,6.6,0.4,0.05
T Mpandakwaya,27,35,1,4,11,7.777777777777778,0.4074074074074074,0.037037037037037035
T Mpatane,60,78,3,8,24,7.8,0.4,0.05
T Mufudza,103,75,1,4,52,4.368932038834951,0.5048543689320388,0.009708737864077669
T Mulepati,130,75,10,1,76,3.4615384615384612,0.5846153846153846,0.07692307692307693
T Munyonga,87,74,3,5,38,5.103448275862069,0.4367816091954023,0.034482758620689655
T Mupariwa,1450,1270,40,130,777,5.255172413793104,0.5358620689655172,0.027586206896551724
T Murphy,1581,1265,34,100,736,4.8007590132827325,0.465528146742568,0.021505376344086023
T Musekiwa,113,105,8,8,46,5.575221238938053,0.40707964601769914,0.07079646017699115
T Muzarabani,392,413,13,59,201,6.321428571428572,0.5127551020408163,0.03316326530612245
T Natarajan,230,267,13,30,92,6.965217391304347,0.4,0.05652173913043478
T Nightingale,274,269,9,28,132,5.89051094890511,0.48175182481751827,0.032846715328467155
T Nyirongo,137,87,2,7,97,3.81021897810219,0.708029197080292,0.014598540145985401
T Omaidurai,37,28,1,4,23,4.54054054054054,0.6216216216216216,0.02702702702702703
T Oyella,76,39,6,2,43,3.0789473684210527,0.5657894736842105,0.07894736842105263
T Panyangara,2966,2834,80,354,1629,5.732973701955496,0.5492245448415374,0.026972353337828724
T Parima,16,28,0,4,7,10.5,0.4375,0.0
T Perera,340,461,22,55,139,8.135294117647058,0.4088235294117647,0.06470588235294118
T Piakura,6,9,0,1,4,9.0,0.6666666666666666,0.0
T Pullman,21,26,1,3,9,7.428571428571429,0.42857142857142855,0.047619047619047616
T Putthawong,2712,1801,184,182,1562,3.984513274336283,0.5759587020648967,0.06784660766961652
T Rajiv,6,16,0,2,0,16.0,0.0,0.0
T Ramabitsa,231,211,11,15,123,5.48051948051948,0.5324675324675324,0.047619047619047616
T Ritawa,98,134,9,17,33,8.204081632653061,0.336734693877551,0.09183673469387756
T Rossi,384,431,21,56,198,6.734375,0.515625,0.0546875
T Ruma,71,66,3,11,45,5.577464788732394,0.6338028169014085,0.04225352112676056
T Salcedo,92,45,11,2,67,2.934782608695652,0.7282608695652174,0.11956521739130435
T Sandaruwan,93,132,7,17,31,8.516129032258064,0.3333333333333333,0.07526881720430108
T Sangha,1149,1125,44,116,491,5.87467362924282,0.42732811140121846,0.038294168842471714
T Sarada,49,41,1,2,26,5.020408163265307,0.5306122448979592,0.02040816326530612
T Sen,82,80,2,7,51,5.853658536585366,0.6219512195121951,0.024390243902439025
T Shabani,69,32,3,2,46,2.782608695652174,0.6666666666666666,0.043478260869565216
T Shadrack,1079,727,60,69,692,4.042632066728452,0.6413345690454124,0.05560704355885079
T Shamsi,4335,4419,165,440,1828,6.116262975778547,0.42168396770472893,0.03806228373702422
T Shanmugam,38,38,1,4,22,6.0,0.5789473684210527,0.02631578947368421
T Singye,106,144,7,14,38,8.150943396226415,0.3584905660377358,0.0660377358490566
T Skordili,13,7,2,1,8,3.230769230769231,0.6153846153846154,0.15384615384615385
T Smith,19,21,1,1,6,6.631578947368421,0.3157894736842105,0.05263157894736842
T Straker,245,234,9,31,126,5.730612244897959,0.5142857142857142,0.036734693877551024
T Stubbs,25,56,0,8,5,13.44,0.2,0.0
T Taibu,49,62,0,7,17,7.591836734693878,0.3469387755102041,0.0
T Takada,246,187,7,18,150,4.560975609756097,0.6097560975609756,0.028455284552845527
T Tavo,117,159,7,25,44,8.153846153846153,0.37606837606837606,0.05982905982905983
T Taylor,666,710,34,83,333,6.396396396396397,0.5,0.05105105105105105
T Thorpe,230,180,7,18,141,4.695652173913043,0.6130434782608696,0.030434782608695653
T Thushara,1738,1540,56,172,957,5.3164556962025316,0.5506329113924051,0.03222094361334868
T Trajkovic,174,128,17,9,106,4.413793103448276,0.6091954022988506,0.09770114942528736
T Tshose,864,912,45,99,404,6.333333333333333,0.4675925925925926,0.052083333333333336
T Tumursukh,117,180,4,18,32,9.23076923076923,0.27350427350427353,0.03418803418803419
T Turan,5,4,0,0,2,4.8,0.4,0.0
T Ulutuna,6,7,0,1,3,7.0,0.5,0.0
T Vanuarua,126,118,5,12,82,5.619047619047619,0.6507936507936508,0.03968253968253968
T Verwey,25,35,0,4,9,8.399999999999999,0.36,0.0
T Vithushan,568,394,14,34,309,4.161971830985915,0.5440140845070423,0.02464788732394366
T Wang Ling,28,43,0,5,12,9.214285714285714,0.42857142857142855,0.0
T Wangchuk,793,954,40,120,343,7.218158890290038,0.43253467843631777,0.05044136191677175
T Wanninayake,44,41,2,5,24,5.590909090909091,0.5454545454545454,0.045454545454545456
T Westley,1729,1443,44,114,769,5.007518796992481,0.44476576055523426,0.025448235974551765
T Whitney,174,170,4,19,88,5.862068965517241,0.5057471264367817,0.022988505747126436
T Yangchen,56,62,3,9,29,6.642857142857142,0.5178571428571429,0.05357142857142857
T Yotharat,65,59,4,6,29,5.4461538461538455,0.4461538461538462,0.06153846153846154
T Zangmo,664,530,32,39,311,4.789156626506024,0.4683734939759036,0.04819277108433735
T Zotos,30,30,2,2,16,6.0,0.5333333333333333,0.06666666666666667
T van der Gugten,3808,3487,140,404,2001,5.494222689075631,0.5254726890756303,0.03676470588235294
TA Boult,7624,6976,297,873,4179,5.4900314795383,0.5481374606505771,0.03895592864637985
TA Dudnath,95,88,5,6,49,5.557894736842105,0.5157894736842106,0.05263157894736842
TA Lammonby,356,291,16,24,163,4.904494382022472,0.45786516853932585,0.0449438202247191
TA Lavia,201,130,10,1,97,3.8805970149253732,0.48258706467661694,0.04975124378109453
TA Wood,134,127,3,11,53,5.686567164179105,0.39552238805970147,0.022388059701492536
TAI Taylor,1923,1823,48,224,989,5.68798751950078,0.5143005720228809,0.0249609984399376
TAM Siriwardana,779,759,19,78,345,5.845956354300385,0.4428754813863928,0.024390243902439025
TAN Suranga,24,18,1,1,13,4.5,0.5416666666666666,0.041666666666666664
TAR Scriven,1504,1426,47,157,703,5.6888297872340425,0.46742021276595747,0.03125
